ID	HGNC.symbol	rmspe.ratio.avg	initial.predictor.n	selected.predictor.n	predictor	estimate	estimate.sd	best.site.qv	cor.estimate.best.site.qv	cor.pv
ID51	HYOU1	1.29	21	21	ID260|RBM4	-0.00669	0.00582	0.162	-0.0159	0.947
ID51	HYOU1	1.29	21	21	ID448|SART3	0.125	0.00954	0.152	-0.0159	0.947
ID51	HYOU1	1.29	21	21	ID662|PABPC1	0.0742	0.00661	0.152	-0.0159	0.947
ID51	HYOU1	1.29	21	21	ID713|G3BP2	0.0358	0.0039	0.153	-0.0159	0.947
ID51	HYOU1	1.29	21	21	ID980|PCBP2	-0.00186	0.00543	0.0152	-0.0159	0.947
ID51	HYOU1	1.29	21	21	ID983|EIF4B	0.0516	0.00901	0.159	-0.0159	0.947
ID51	HYOU1	1.29	21	21	ID998|SNRPA	0.0854	0.00383	0.0596	-0.0159	0.947
ID51	HYOU1	1.29	21	21	ID1296|FXR1	0.12	0.00715	0.0373	-0.0159	0.947
ID51	HYOU1	1.29	21	21	ID1328|PCBP1	0.0387	0.0017	0.0341	-0.0159	0.947
ID51	HYOU1	1.29	21	21	ID2056|TARDBP	0.0686	0.00205	0.0971	-0.0159	0.947
ID51	HYOU1	1.29	21	21	ID2455|U2AF2	0.0626	0.00436	0.0711	-0.0159	0.947
ID51	HYOU1	1.29	21	21	ID3144|DAZAP1	0.0498	0.00444	0.195	-0.0159	0.947
ID51	HYOU1	1.29	21	21	ID3437|PTBP1	0.0369	0.00453	0.096	-0.0159	0.947
ID51	HYOU1	1.29	21	21	ID3576|HNRNPK	0.0141	0.0011	0.131	-0.0159	0.947
ID51	HYOU1	1.29	21	21	ID5866|HNRNPH1	0.0412	0.0016	0.0148	-0.0159	0.947
ID51	HYOU1	1.29	21	21	ID10395|SRSF2	0.0544	0.00385	0.0335	-0.0159	0.947
ID51	HYOU1	1.29	21	21	ID10525|HNRNPF	0.0171	0.00282	0.0148	-0.0159	0.947
ID51	HYOU1	1.29	21	21	ID10589|SRSF1	-0.00279	0.00439	0.0297	-0.0159	0.947
ID51	HYOU1	1.29	21	21	ID23008|RBM14	-0.00652	0.00582	0.162	-0.0159	0.947
ID58	AFG3L2	1.17	17	17	rna	0.202	0.0101	NA	0.47	0.0659
ID58	AFG3L2	1.17	17	17	ID107|RBM8A	0.0638	0.00802	0.0129	0.47	0.0659
ID58	AFG3L2	1.17	17	17	ID260|RBM4	0.014	0.00347	0.0101	0.47	0.0659
ID58	AFG3L2	1.17	17	17	ID673|KHDRBS1	0.09	0.0049	0.126	0.47	0.0659
ID58	AFG3L2	1.17	17	17	ID980|PCBP2	-0.0684	0.00707	0.0335	0.47	0.0659
ID58	AFG3L2	1.17	17	17	ID983|EIF4B	0.285	0.0167	0.113	0.47	0.0659
ID58	AFG3L2	1.17	17	17	ID998|SNRPA	0.0268	0.00716	0.00114	0.47	0.0659
ID58	AFG3L2	1.17	17	17	ID1328|PCBP1	-0.126	0.00809	0.0104	0.47	0.0659
ID58	AFG3L2	1.17	17	17	ID1706|MBNL1	-0.00596	0.00335	0.0475	0.47	0.0659
ID58	AFG3L2	1.17	17	17	ID2056|TARDBP	0.0721	0.0129	0.136	0.47	0.0659
ID58	AFG3L2	1.17	17	17	ID3437|PTBP1	0.0433	0.00516	0.0551	0.47	0.0659
ID58	AFG3L2	1.17	17	17	ID5195|HNRNPA2B1	-0.00639	0.00528	0.157	0.47	0.0659
ID58	AFG3L2	1.17	17	17	ID5866|HNRNPH1	0.0899	0.00886	0.0354	0.47	0.0659
ID58	AFG3L2	1.17	17	17	ID10357|NONO	0.129	0.00624	0.119	0.47	0.0659
ID58	AFG3L2	1.17	17	17	ID10525|HNRNPF	-0.0316	0.00479	0.0354	0.47	0.0659
ID58	AFG3L2	1.17	17	17	ID10589|SRSF1	0.0593	0.00382	0.051	0.47	0.0659
ID58	AFG3L2	1.17	17	17	ID23008|RBM14	0.0142	0.00349	0.0101	0.47	0.0659
ID62	GCN1L1	1.15	15	15	rna	0.197	0.00889	NA	0.336	0.24
ID62	GCN1L1	1.15	15	15	ID107|RBM8A	0.0882	0.00473	0.156	0.336	0.24
ID62	GCN1L1	1.15	15	15	ID260|RBM4	-0.00713	0.00513	0.0904	0.336	0.24
ID62	GCN1L1	1.15	15	15	ID892|SFPQ	0.0308	0.00384	0.0751	0.336	0.24
ID62	GCN1L1	1.15	15	15	ID983|EIF4B	0.198	0.0103	0.0938	0.336	0.24
ID62	GCN1L1	1.15	15	15	ID1706|MBNL1	0.0722	0.00833	0.109	0.336	0.24
ID62	GCN1L1	1.15	15	15	ID2227|HNRNPL	0.0117	0.0046	0.0362	0.336	0.24
ID62	GCN1L1	1.15	15	15	ID2455|U2AF2	0.0593	0.00483	0.0934	0.336	0.24
ID62	GCN1L1	1.15	15	15	ID2950|PSPC1	-0.0387	0.00616	0.0751	0.336	0.24
ID62	GCN1L1	1.15	15	15	ID3816|EIF2S1	0.105	0.00528	0.101	0.336	0.24
ID62	GCN1L1	1.15	15	15	ID5866|HNRNPH1	-0.0651	0.00832	0.0198	0.336	0.24
ID62	GCN1L1	1.15	15	15	ID6707|MATR3	0.077	0.00495	0.0529	0.336	0.24
ID62	GCN1L1	1.15	15	15	ID10525|HNRNPF	0.0988	0.0107	0.0198	0.336	0.24
ID62	GCN1L1	1.15	15	15	ID10589|SRSF1	0.085	0.00487	0.0745	0.336	0.24
ID62	GCN1L1	1.15	15	15	ID23008|RBM14	-0.007	0.00512	0.0904	0.336	0.24
ID69	EML4	1.29	15	15	rna	0.174	0.00985	NA	0.37	0.193
ID69	EML4	1.29	15	15	ID448|SART3	0.067	0.00684	0.0213	0.37	0.193
ID69	EML4	1.29	15	15	ID662|PABPC1	0.0108	0.00613	0.0213	0.37	0.193
ID69	EML4	1.29	15	15	ID892|SFPQ	0.06	0.00794	0.198	0.37	0.193
ID69	EML4	1.29	15	15	ID983|EIF4B	0.148	0.00817	0.155	0.37	0.193
ID69	EML4	1.29	15	15	ID998|SNRPA	0.0675	0.00324	0.0272	0.37	0.193
ID69	EML4	1.29	15	15	ID1423|SYNCRIP	0.00382	0.00383	0.0658	0.37	0.193
ID69	EML4	1.29	15	15	ID2227|HNRNPL	0.09	0.00269	0.0831	0.37	0.193
ID69	EML4	1.29	15	15	ID2455|U2AF2	0.0308	0.00383	0.0539	0.37	0.193
ID69	EML4	1.29	15	15	ID2950|PSPC1	0.0634	0.000681	0.198	0.37	0.193
ID69	EML4	1.29	15	15	ID3437|PTBP1	0.0732	0.00532	0.115	0.37	0.193
ID69	EML4	1.29	15	15	ID4041|SNRNP70	0.02	0.00669	0.165	0.37	0.193
ID69	EML4	1.29	15	15	ID10395|SRSF2	0.0889	0.00979	0.05	0.37	0.193
ID69	EML4	1.29	15	15	ID10589|SRSF1	-0.0486	0.00922	0.0163	0.37	0.193
ID69	EML4	1.29	15	15	ID10884|SRSF3	0.0282	0.00462	0.0851	0.37	0.193
ID73	TIMM9	1.07	20	20	rna	0.026	0.00308	NA	-0.0968	0.693
ID73	TIMM9	1.07	20	20	ID448|SART3	0.0227	0.00294	0.0133	-0.0968	0.693
ID73	TIMM9	1.07	20	20	ID657|ACO1	-0.00162	0.00244	0.15	-0.0968	0.693
ID73	TIMM9	1.07	20	20	ID662|PABPC1	0.00981	0.00321	0.0133	-0.0968	0.693
ID73	TIMM9	1.07	20	20	ID673|KHDRBS1	0.0408	0.00275	0.144	-0.0968	0.693
ID73	TIMM9	1.07	20	20	ID713|G3BP2	0.00872	0.00144	0.134	-0.0968	0.693
ID73	TIMM9	1.07	20	20	ID980|PCBP2	0.0292	0.00268	0.0373	-0.0968	0.693
ID73	TIMM9	1.07	20	20	ID983|EIF4B	0.0298	0.00513	0.128	-0.0968	0.693
ID73	TIMM9	1.07	20	20	ID998|SNRPA	0.0231	0.00124	0.021	-0.0968	0.693
ID73	TIMM9	1.07	20	20	ID1328|PCBP1	0.0342	0.00191	0.187	-0.0968	0.693
ID73	TIMM9	1.07	20	20	ID1423|SYNCRIP	0.0276	0.00249	0.077	-0.0968	0.693
ID73	TIMM9	1.07	20	20	ID1706|MBNL1	0.0553	0.00397	0.0943	-0.0968	0.693
ID73	TIMM9	1.07	20	20	ID2056|TARDBP	0.0544	0.00248	0.119	-0.0968	0.693
ID73	TIMM9	1.07	20	20	ID3437|PTBP1	0.0403	0.00379	0.123	-0.0968	0.693
ID73	TIMM9	1.07	20	20	ID3509|HNRNPA1	0.0679	0.00358	0.0255	-0.0968	0.693
ID73	TIMM9	1.07	20	20	ID3576|HNRNPK	0.0297	0.00153	0.188	-0.0968	0.693
ID73	TIMM9	1.07	20	20	ID4041|SNRNP70	0.0176	0.00322	0.0958	-0.0968	0.693
ID73	TIMM9	1.07	20	20	ID5195|HNRNPA2B1	0.0665	0.00419	0.0254	-0.0968	0.693
ID73	TIMM9	1.07	20	20	ID10395|SRSF2	0.012	0.00213	0.0695	-0.0968	0.693
ID73	TIMM9	1.07	20	20	ID10589|SRSF1	0.00881	0.00175	0.0631	-0.0968	0.693
ID84	TIMM13	1.17	17	17	rna	0.00845	0.00116	NA	0.649	0.00649
ID84	TIMM13	1.17	17	17	ID107|RBM8A	0.0196	0.00267	0.00783	0.649	0.00649
ID84	TIMM13	1.17	17	17	ID260|RBM4	0.0216	0.00266	0.0127	0.649	0.00649
ID84	TIMM13	1.17	17	17	ID892|SFPQ	0.0507	0.0028	0.191	0.649	0.00649
ID84	TIMM13	1.17	17	17	ID980|PCBP2	0.0545	0.00455	0.0271	0.649	0.00649
ID84	TIMM13	1.17	17	17	ID998|SNRPA	0.0494	0.00282	0.0951	0.649	0.00649
ID84	TIMM13	1.17	17	17	ID1328|PCBP1	0.0761	0.00583	0.157	0.649	0.00649
ID84	TIMM13	1.17	17	17	ID1423|SYNCRIP	0.0215	0.00444	0.0946	0.649	0.00649
ID84	TIMM13	1.17	17	17	ID1706|MBNL1	0.0458	0.00564	0.141	0.649	0.00649
ID84	TIMM13	1.17	17	17	ID2950|PSPC1	0.0511	0.00268	0.191	0.649	0.00649
ID84	TIMM13	1.17	17	17	ID3144|DAZAP1	0.0326	0.003	0.0397	0.649	0.00649
ID84	TIMM13	1.17	17	17	ID4003|FUS	0.0691	0.00597	0.188	0.649	0.00649
ID84	TIMM13	1.17	17	17	ID5866|HNRNPH1	0.00345	0.00575	0.0654	0.649	0.00649
ID84	TIMM13	1.17	17	17	ID10395|SRSF2	0.0489	0.00537	0.1	0.649	0.00649
ID84	TIMM13	1.17	17	17	ID10525|HNRNPF	0.0369	0.0021	0.0654	0.649	0.00649
ID84	TIMM13	1.17	17	17	ID10589|SRSF1	-0.0139	0.00424	0.0437	0.649	0.00649
ID84	TIMM13	1.17	17	17	ID23008|RBM14	0.0217	0.00264	0.0127	0.649	0.00649
ID86	ATXN10	1.2	23	23	rna	0.161	0.00814	NA	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID107|RBM8A	-0.00908	0.00405	0.0476	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID260|RBM4	0.0298	0.0021	0.0966	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID448|SART3	0.0976	0.00622	0.0653	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID662|PABPC1	0.0946	0.0112	0.0656	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID673|KHDRBS1	0.0257	0.00373	0.141	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID980|PCBP2	0.0719	0.00568	0.0869	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID983|EIF4B	0.046	0.00416	0.088	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID998|SNRPA	0.000727	0.00356	0.105	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID1328|PCBP1	0.00417	0.00533	0.0893	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID1423|SYNCRIP	0.0181	0.00544	0.0999	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID1706|MBNL1	0.0749	0.00701	0.0341	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID1928|RBM3	0.0179	0.00571	0.0368	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID2056|TARDBP	-0.0342	0.00733	0.0692	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID2227|HNRNPL	0.0453	0.00167	0.0577	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID2455|U2AF2	0.0478	0.00144	0.087	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID3144|DAZAP1	0.0157	0.00224	0.104	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID3509|HNRNPA1	-0.0736	0.00938	0.108	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID3576|HNRNPK	0.093	0.00799	0.115	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID3816|EIF2S1	0.00892	0.00611	0.071	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID10395|SRSF2	0.0173	0.00318	0.00583	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID10589|SRSF1	0.0323	0.00312	0.121	-0.0928	0.681
ID86	ATXN10	1.2	23	23	ID23008|RBM14	0.0297	0.00208	0.0966	-0.0928	0.681
ID88	KPNB1	1.3	19	19	rna	0.0402	0.00335	NA	0.149	0.556
ID88	KPNB1	1.3	19	19	ID448|SART3	0.0397	0.00498	0.00637	0.149	0.556
ID88	KPNB1	1.3	19	19	ID662|PABPC1	0.0843	0.00556	0.00644	0.149	0.556
ID88	KPNB1	1.3	19	19	ID673|KHDRBS1	0.0615	0.00242	0.0466	0.149	0.556
ID88	KPNB1	1.3	19	19	ID713|G3BP2	-0.00142	0.00289	0.0674	0.149	0.556
ID88	KPNB1	1.3	19	19	ID998|SNRPA	0.0575	0.00353	0.045	0.149	0.556
ID88	KPNB1	1.3	19	19	ID1328|PCBP1	0.0302	0.00648	0.0673	0.149	0.556
ID88	KPNB1	1.3	19	19	ID1423|SYNCRIP	0.00632	0.00423	0.0477	0.149	0.556
ID88	KPNB1	1.3	19	19	ID1706|MBNL1	0.0394	0.00388	0.0927	0.149	0.556
ID88	KPNB1	1.3	19	19	ID2056|TARDBP	0.049	0.00963	0.0182	0.149	0.556
ID88	KPNB1	1.3	19	19	ID2227|HNRNPL	0.0447	0.00788	0.0162	0.149	0.556
ID88	KPNB1	1.3	19	19	ID2455|U2AF2	0.0462	0.00145	0.0676	0.149	0.556
ID88	KPNB1	1.3	19	19	ID3437|PTBP1	0.0535	0.00463	0.109	0.149	0.556
ID88	KPNB1	1.3	19	19	ID4041|SNRNP70	0.00443	0.00309	0.0554	0.149	0.556
ID88	KPNB1	1.3	19	19	ID5866|HNRNPH1	0.0214	0.0036	0.0402	0.149	0.556
ID88	KPNB1	1.3	19	19	ID6707|MATR3	0.0807	0.00478	0.187	0.149	0.556
ID88	KPNB1	1.3	19	19	ID10395|SRSF2	0.0459	0.00486	0.0118	0.149	0.556
ID88	KPNB1	1.3	19	19	ID10525|HNRNPF	0.0903	0.00911	0.0402	0.149	0.556
ID88	KPNB1	1.3	19	19	ID10589|SRSF1	0.0185	0.00598	0.0158	0.149	0.556
ID93	RCC1	1.4	21	21	rna	0.021	0.00317	NA	-0.226	0.337
ID93	RCC1	1.4	21	21	ID448|SART3	-0.0708	0.0105	0.0483	-0.226	0.337
ID93	RCC1	1.4	21	21	ID657|ACO1	-0.0162	0.00129	0.19	-0.226	0.337
ID93	RCC1	1.4	21	21	ID662|PABPC1	-0.00894	0.00541	0.0483	-0.226	0.337
ID93	RCC1	1.4	21	21	ID673|KHDRBS1	0.126	0.013	0.0498	-0.226	0.337
ID93	RCC1	1.4	21	21	ID980|PCBP2	0.0178	0.0058	0.112	-0.226	0.337
ID93	RCC1	1.4	21	21	ID998|SNRPA	0.0668	0.0051	0.0505	-0.226	0.337
ID93	RCC1	1.4	21	21	ID1328|PCBP1	0.0692	0.00649	0.0636	-0.226	0.337
ID93	RCC1	1.4	21	21	ID1423|SYNCRIP	0.0283	0.0031	0.0335	-0.226	0.337
ID93	RCC1	1.4	21	21	ID1928|RBM3	0.0152	0.00282	0.179	-0.226	0.337
ID93	RCC1	1.4	21	21	ID2056|TARDBP	0.142	0.0119	0.0748	-0.226	0.337
ID93	RCC1	1.4	21	21	ID2455|U2AF2	0.0386	0.00315	0.107	-0.226	0.337
ID93	RCC1	1.4	21	21	ID3437|PTBP1	0.0451	0.00357	0.0875	-0.226	0.337
ID93	RCC1	1.4	21	21	ID3509|HNRNPA1	0.0572	0.00252	0.0904	-0.226	0.337
ID93	RCC1	1.4	21	21	ID5195|HNRNPA2B1	0.0546	0.00242	0.114	-0.226	0.337
ID93	RCC1	1.4	21	21	ID5866|HNRNPH1	0.0755	0.0052	0.0372	-0.226	0.337
ID93	RCC1	1.4	21	21	ID6707|MATR3	-0.0151	0.0065	0.112	-0.226	0.337
ID93	RCC1	1.4	21	21	ID10357|NONO	0.0125	0.00738	0.186	-0.226	0.337
ID93	RCC1	1.4	21	21	ID10395|SRSF2	-0.00733	0.00793	0.0484	-0.226	0.337
ID93	RCC1	1.4	21	21	ID10525|HNRNPF	0.122	0.00849	0.0372	-0.226	0.337
ID93	RCC1	1.4	21	21	ID10589|SRSF1	-0.0202	0.00607	0.026	-0.226	0.337
ID95	NPLOC4	1.14	21	21	rna	0.202	0.016	NA	0.157	0.507
ID95	NPLOC4	1.14	21	21	ID260|RBM4	0.0276	0.00124	0.122	0.157	0.507
ID95	NPLOC4	1.14	21	21	ID448|SART3	0.101	0.00225	0.1	0.157	0.507
ID95	NPLOC4	1.14	21	21	ID662|PABPC1	0.114	0.00584	0.1	0.157	0.507
ID95	NPLOC4	1.14	21	21	ID713|G3BP2	-0.0977	0.0134	0.0384	0.157	0.507
ID95	NPLOC4	1.14	21	21	ID892|SFPQ	0.0261	0.00689	0.191	0.157	0.507
ID95	NPLOC4	1.14	21	21	ID980|PCBP2	-0.0203	0.00478	0.0391	0.157	0.507
ID95	NPLOC4	1.14	21	21	ID983|EIF4B	0.0106	0.00234	0.166	0.157	0.507
ID95	NPLOC4	1.14	21	21	ID998|SNRPA	-0.00222	0.00249	0.0113	0.157	0.507
ID95	NPLOC4	1.14	21	21	ID1423|SYNCRIP	0.0221	0.00519	0.129	0.157	0.507
ID95	NPLOC4	1.14	21	21	ID1706|MBNL1	0.0126	0.00181	0.122	0.157	0.507
ID95	NPLOC4	1.14	21	21	ID2227|HNRNPL	0.0485	0.00471	0.135	0.157	0.507
ID95	NPLOC4	1.14	21	21	ID2950|PSPC1	-0.00541	0.00223	0.191	0.157	0.507
ID95	NPLOC4	1.14	21	21	ID3509|HNRNPA1	0.0301	0.00418	0.102	0.157	0.507
ID95	NPLOC4	1.14	21	21	ID4041|SNRNP70	-0.00194	0.00313	0.0715	0.157	0.507
ID95	NPLOC4	1.14	21	21	ID5195|HNRNPA2B1	0.0502	0.00198	0.099	0.157	0.507
ID95	NPLOC4	1.14	21	21	ID5866|HNRNPH1	0.016	0.00545	0.0631	0.157	0.507
ID95	NPLOC4	1.14	21	21	ID10395|SRSF2	0.0675	0.0058	0.0281	0.157	0.507
ID95	NPLOC4	1.14	21	21	ID10525|HNRNPF	0.0588	0.00541	0.0631	0.157	0.507
ID95	NPLOC4	1.14	21	21	ID10589|SRSF1	0.0689	0.00689	0.11	0.157	0.507
ID95	NPLOC4	1.14	21	21	ID23008|RBM14	0.0277	0.00124	0.122	0.157	0.507
ID101	ATP10D	1.25	20	20	rna	-6.65e-05	0.0113	NA	-0.137	0.577
ID101	ATP10D	1.25	20	20	ID448|SART3	-0.00962	0.00533	0.0831	-0.137	0.577
ID101	ATP10D	1.25	20	20	ID662|PABPC1	0.0204	0.00465	0.0831	-0.137	0.577
ID101	ATP10D	1.25	20	20	ID892|SFPQ	-0.0203	0.0128	0.092	-0.137	0.577
ID101	ATP10D	1.25	20	20	ID983|EIF4B	-0.117	0.00987	0.123	-0.137	0.577
ID101	ATP10D	1.25	20	20	ID998|SNRPA	-0.0112	0.000977	0.0942	-0.137	0.577
ID101	ATP10D	1.25	20	20	ID1423|SYNCRIP	0.0768	0.00663	0.156	-0.137	0.577
ID101	ATP10D	1.25	20	20	ID1706|MBNL1	0.0653	0.0021	0.0901	-0.137	0.577
ID101	ATP10D	1.25	20	20	ID2056|TARDBP	0.178	0.0355	0.196	-0.137	0.577
ID101	ATP10D	1.25	20	20	ID2227|HNRNPL	0.024	0.00881	0.0289	-0.137	0.577
ID101	ATP10D	1.25	20	20	ID2455|U2AF2	0.144	0.0147	0.069	-0.137	0.577
ID101	ATP10D	1.25	20	20	ID2950|PSPC1	-0.0421	0.00764	0.092	-0.137	0.577
ID101	ATP10D	1.25	20	20	ID3437|PTBP1	0.0266	0.015	0.00587	-0.137	0.577
ID101	ATP10D	1.25	20	20	ID3576|HNRNPK	0.0469	0.00777	0.109	-0.137	0.577
ID101	ATP10D	1.25	20	20	ID3816|EIF2S1	0.0496	0.00464	0.107	-0.137	0.577
ID101	ATP10D	1.25	20	20	ID5866|HNRNPH1	0.184	0.0137	0.0242	-0.137	0.577
ID101	ATP10D	1.25	20	20	ID6707|MATR3	-0.021	0.00251	0.125	-0.137	0.577
ID101	ATP10D	1.25	20	20	ID10357|NONO	-0.00931	0.00268	0.176	-0.137	0.577
ID101	ATP10D	1.25	20	20	ID10525|HNRNPF	0.111	0.00575	0.0242	-0.137	0.577
ID101	ATP10D	1.25	20	20	ID10589|SRSF1	0.0613	0.0108	0.0109	-0.137	0.577
ID105	NUP88	1.21	18	18	rna	-0.00404	0.0121	NA	-0.0486	0.853
ID105	NUP88	1.21	18	18	ID260|RBM4	0.0268	0.0037	0.15	-0.0486	0.853
ID105	NUP88	1.21	18	18	ID657|ACO1	0.00397	0.00571	0.0432	-0.0486	0.853
ID105	NUP88	1.21	18	18	ID892|SFPQ	0.158	0.00818	0.0442	-0.0486	0.853
ID105	NUP88	1.21	18	18	ID983|EIF4B	0.171	0.0148	0.0972	-0.0486	0.853
ID105	NUP88	1.21	18	18	ID998|SNRPA	0.0551	0.00415	0.00156	-0.0486	0.853
ID105	NUP88	1.21	18	18	ID2056|TARDBP	0.002	0.0124	0.0285	-0.0486	0.853
ID105	NUP88	1.21	18	18	ID2950|PSPC1	0.0317	0.00449	0.0442	-0.0486	0.853
ID105	NUP88	1.21	18	18	ID3437|PTBP1	0.0586	0.0065	0.0384	-0.0486	0.853
ID105	NUP88	1.21	18	18	ID3509|HNRNPA1	-0.0209	0.0104	0.174	-0.0486	0.853
ID105	NUP88	1.21	18	18	ID5195|HNRNPA2B1	0.0462	0.00532	0.174	-0.0486	0.853
ID105	NUP88	1.21	18	18	ID5866|HNRNPH1	0.0428	0.0051	0.11	-0.0486	0.853
ID105	NUP88	1.21	18	18	ID10357|NONO	0.115	0.007	0.183	-0.0486	0.853
ID105	NUP88	1.21	18	18	ID10395|SRSF2	0.144	0.0116	0.0782	-0.0486	0.853
ID105	NUP88	1.21	18	18	ID10525|HNRNPF	-0.0743	0.00877	0.11	-0.0486	0.853
ID105	NUP88	1.21	18	18	ID10589|SRSF1	-0.0108	0.00362	0.0361	-0.0486	0.853
ID105	NUP88	1.21	18	18	ID10884|SRSF3	-0.073	0.00502	0.0985	-0.0486	0.853
ID105	NUP88	1.21	18	18	ID23008|RBM14	0.0268	0.00373	0.15	-0.0486	0.853
ID107	RBM8A	1.18	19	19	rna	0.049	0.00528	NA	-0.281	0.259
ID107	RBM8A	1.18	19	19	ID448|SART3	0.107	0.00544	0.0691	-0.281	0.259
ID107	RBM8A	1.18	19	19	ID662|PABPC1	0.0805	0.00534	0.0691	-0.281	0.259
ID107	RBM8A	1.18	19	19	ID713|G3BP2	-0.0213	0.00459	0.135	-0.281	0.259
ID107	RBM8A	1.18	19	19	ID892|SFPQ	0.0341	0.00226	0.131	-0.281	0.259
ID107	RBM8A	1.18	19	19	ID980|PCBP2	0.0273	0.00237	0.024	-0.281	0.259
ID107	RBM8A	1.18	19	19	ID998|SNRPA	0.085	0.00934	0.0191	-0.281	0.259
ID107	RBM8A	1.18	19	19	ID1328|PCBP1	0.0429	0.00489	0.00574	-0.281	0.259
ID107	RBM8A	1.18	19	19	ID1706|MBNL1	0.00877	0.00356	0.104	-0.281	0.259
ID107	RBM8A	1.18	19	19	ID2455|U2AF2	0.0593	0.00281	0.149	-0.281	0.259
ID107	RBM8A	1.18	19	19	ID2950|PSPC1	0.0569	0.00826	0.131	-0.281	0.259
ID107	RBM8A	1.18	19	19	ID3144|DAZAP1	0.0128	0.00376	0.139	-0.281	0.259
ID107	RBM8A	1.18	19	19	ID3437|PTBP1	0.0225	0.00303	0.0875	-0.281	0.259
ID107	RBM8A	1.18	19	19	ID3576|HNRNPK	0.0492	0.00435	0.165	-0.281	0.259
ID107	RBM8A	1.18	19	19	ID5866|HNRNPH1	0.0215	0.00141	0.0713	-0.281	0.259
ID107	RBM8A	1.18	19	19	ID6113|NCL	0.0615	0.00299	0.0418	-0.281	0.259
ID107	RBM8A	1.18	19	19	ID10395|SRSF2	0.0889	0.00565	0.0469	-0.281	0.259
ID107	RBM8A	1.18	19	19	ID10525|HNRNPF	-0.0322	0.00647	0.0713	-0.281	0.259
ID107	RBM8A	1.18	19	19	ID10589|SRSF1	0.0235	0.00238	0.0933	-0.281	0.259
ID117	CLIC4	1.13	18	18	rna	0.163	0.0169	NA	0.0681	0.795
ID117	CLIC4	1.13	18	18	ID107|RBM8A	-0.00607	0.00931	0.0681	0.0681	0.795
ID117	CLIC4	1.13	18	18	ID260|RBM4	-0.00259	0.00383	0.0066	0.0681	0.795
ID117	CLIC4	1.13	18	18	ID673|KHDRBS1	0.125	0.0104	0.161	0.0681	0.795
ID117	CLIC4	1.13	18	18	ID713|G3BP2	-0.0424	0.0067	0.199	0.0681	0.795
ID117	CLIC4	1.13	18	18	ID980|PCBP2	0.00598	0.00248	0.0495	0.0681	0.795
ID117	CLIC4	1.13	18	18	ID983|EIF4B	0.0355	0.00293	0.052	0.0681	0.795
ID117	CLIC4	1.13	18	18	ID998|SNRPA	0.0663	0.00404	0.058	0.0681	0.795
ID117	CLIC4	1.13	18	18	ID1706|MBNL1	0.0685	0.00956	0.0904	0.0681	0.795
ID117	CLIC4	1.13	18	18	ID2455|U2AF2	0.0742	0.00426	0.0943	0.0681	0.795
ID117	CLIC4	1.13	18	18	ID3437|PTBP1	0.0219	0.00209	0.162	0.0681	0.795
ID117	CLIC4	1.13	18	18	ID4041|SNRNP70	0.0136	0.00551	0.198	0.0681	0.795
ID117	CLIC4	1.13	18	18	ID5866|HNRNPH1	0.0517	0.00446	0.0959	0.0681	0.795
ID117	CLIC4	1.13	18	18	ID6113|NCL	-0.0291	0.005	0.153	0.0681	0.795
ID117	CLIC4	1.13	18	18	ID10395|SRSF2	0.0685	0.00484	0.15	0.0681	0.795
ID117	CLIC4	1.13	18	18	ID10525|HNRNPF	0.047	0.00476	0.0959	0.0681	0.795
ID117	CLIC4	1.13	18	18	ID10589|SRSF1	-0.0271	0.00872	0.0695	0.0681	0.795
ID117	CLIC4	1.13	18	18	ID23008|RBM14	-0.00256	0.00382	0.0066	0.0681	0.795
ID121	PSMD5	1.33	19	19	rna	0.309	0.00778	NA	-0.311	0.208
ID121	PSMD5	1.33	19	19	ID107|RBM8A	0.0601	0.00834	0.194	-0.311	0.208
ID121	PSMD5	1.33	19	19	ID260|RBM4	0.021	0.00501	0.0804	-0.311	0.208
ID121	PSMD5	1.33	19	19	ID673|KHDRBS1	-0.00324	0.00505	0.137	-0.311	0.208
ID121	PSMD5	1.33	19	19	ID983|EIF4B	0.0967	0.00883	0.182	-0.311	0.208
ID121	PSMD5	1.33	19	19	ID998|SNRPA	0.0908	0.00537	0.178	-0.311	0.208
