ID	IPI	HGNC.symbol	Ensembl.Gene.ID	Chromosome.Name	Gene.Start..bp.	Gene.End..bp.	Strand
ID382	IPI00166032	ATOH7	ENSG00000179774	10	69990386	69991871	-1
ID383	IPI00168781	SEC16B	ENSG00000120341	1	177893091	177953438	-1
ID385	IPI00065178	NKX6-3	ENSG00000165066	8	41502697	41508855	-1
ID386	IPI00065315	TBATA	ENSG00000166220	10	72530995	72545157	-1
ID387	IPI00182839	EXOC3L2	ENSG00000130201	19	45715879	45737469	-1
ID388	IPI00028089	CABP4	ENSG00000175544	11	67219877	67226699	1
ID389	IPI00218927	TNFRSF13C	ENSG00000159958	22	42321045	42322822	-1
ID390	IPI00045539	CAMK2N2	ENSG00000163888	3	183977001	183979251	-1
ID391	IPI00869270	ANKRD30BP2	ENSG00000224309	21	14410481	14439354	1
ID392	IPI00152048	KCNG3	ENSG00000171126	2	42669157	42721237	-1
ID393	IPI00172429	KCNG3	ENSG00000171126	2	42669157	42721237	-1
ID395	IPI00940557	FOXP2	ENSG00000128573	7	113726382	114333827	1
ID396	IPI00929454	B4GALNT2	ENSG00000167080	17	47209822	47247351	1
ID397	IPI00171400	NETO1	ENSG00000166342	18	70409549	70535381	-1
ID398	IPI00984023	FMR1NB	ENSG00000176988	X	147062849	147108187	1
ID400	IPI00926555	SIGLEC11	ENSG00000161640	19	50452242	50464429	-1
ID401	IPI00925792	SIGLEC11	ENSG00000161640	19	50452242	50464429	-1
ID402	IPI00479853	IL23R	ENSG00000162594	1	67632083	67725662	1
ID403	IPI00065350	MAGEB18	ENSG00000176774	X	26156460	26158852	1
ID404	IPI00410488	CD276	ENSG00000103855	15	73976307	74006859	1
ID406	IPI00064894	C4orf36	ENSG00000163633	4	87797358	87857354	-1
ID407	IPI00335421	FIGNL1	ENSG00000132436	7	50511831	50518088	-1
ID408	NA	RIMS1	ENSG00000079841	6	72596406	73112845	1
ID409	IPI00747418	PITPNM2	ENSG00000090975	12	123468027	123634562	-1
ID410	IPI00155134	PITPNM2	ENSG00000090975	12	123468027	123634562	-1
ID411	NA	PCDH10	ENSG00000138650	4	134070470	134129356	1
ID412	IPI00166840	TAB3	ENSG00000157625	X	30845559	30993201	-1
ID413	IPI00102804	GRK7	ENSG00000114124	3	141496990	141537332	1
ID414	IPI00647257	MMEL1	ENSG00000142606	1	2522078	2564481	-1
ID415	IPI01025651	PDE8A	ENSG00000073417	15	85523671	85682376	1
ID416	IPI00975803	NLRP6	ENSG00000174885	11	278365	285359	1
ID417	IPI00978050	AKNAD1	ENSG00000162641	1	109358520	109506106	-1
ID418	IPI00175310	ZCCHC5	ENSG00000179300	X	77911566	77914825	-1
ID419	IPI00103517	ATRIP	ENSG00000164053	3	48488114	48507115	1
ID420	IPI00163395	ZIC5	ENSG00000139800	13	100615218	100624163	-1
ID421	NA	ANGPT1	ENSG00000154188	8	108261721	108510283	-1
ID422	IPI00217031	TEDDM1	ENSG00000203730	1	182367252	182369751	-1
ID424	IPI01014740	GABRG1	ENSG00000163285	4	46037786	46126098	-1
ID425	IPI00964395	PANX2	ENSG00000073150	22	50609160	50618723	1
ID426	IPI00745243	ZNF114	ENSG00000178150	19	48675575	48790865	1
ID427	IPI00168314	ZNF114	ENSG00000178150	19	48675575	48790865	1
ID428	IPI00065310	CCDC27	ENSG00000162592	1	3668962	3688209	1
ID429	IPI00441064	C15orf26	ENSG00000156206	15	81299374	81441516	1
ID430	NA	RBMY2FP	ENSG00000243040	Y	24455006	24467972	1
ID431	IPI00302045	NEUROD2	ENSG00000171532	17	37759789	37766030	-1
ID432	IPI00168105	C5orf17	ENSG00000248874	5	23951457	24178372	1
ID433	NA	LINC00208	ENSG00000170983	8	11433822	11438851	1
ID434	IPI00884959	DNAH6	ENSG00000115423	2	84743579	85046713	1
ID435	IPI00913924	LRRC15	ENSG00000172061	3	194075976	194090472	-1
ID436	IPI00167123	TTC40	ENSG00000171811	10	134621896	134756327	-1
ID437	IPI00168848	B3GNT7	ENSG00000156966	2	232260254	232265875	1
ID438	IPI00175201	ZNF645	ENSG00000175809	X	22291065	22292574	1
ID439	IPI00063918	ZMYM6	ENSG00000163867	1	35449523	35497569	-1
ID440	IPI00064994	SGCZ	ENSG00000185053	8	13947373	15095848	-1
ID441	IPI00298876	WNT9B	ENSG00000158955	17	44910567	44964096	1
ID442	NA	DNAJB13	ENSG00000187726	11	73661364	73681411	1
ID443	IPI00551062	CNPY3	ENSG00000137161	6	42896938	42907025	1
ID444	NA	SCAMP1	ENSG00000085365	5	77656339	77776562	1
ID445	NA	LINC00471	ENSG00000181798	2	232373137	232379050	-1
ID446	IPI00297981	HAS3	ENSG00000103044	16	69139467	69152622	1
ID447	IPI00029760	FGF4	ENSG00000075388	11	69587797	69590171	-1
ID448	IPI00976737	SLC30A8	ENSG00000164756	8	117962512	118188953	1
ID449	IPI00168428	C11orf65	ENSG00000166323	11	108179246	108338258	-1
ID450	IPI00787428	FAM71E2	ENSG00000180043	19	55866276	55874628	-1
ID451	IPI00103896	OR5P2	ENSG00000183303	11	7817452	7818520	-1
ID452	IPI00646399	DYDC1	ENSG00000170788	10	82095861	82116511	-1
ID453	IPI00302598	IL27	ENSG00000197272	16	28510683	28523372	-1
ID454	IPI00927363	IQCF1	ENSG00000173389	3	51928892	51937351	-1
ID455	IPI00748187	DEFB125	ENSG00000178591	20	67891	77735	1
ID456	IPI00216707	WFDC10B	ENSG00000182931	20	44313292	44333658	-1
ID458	IPI00239117	PKHD1	ENSG00000170927	6	51480098	51952423	-1
ID459	IPI00152661	PKD1L1	ENSG00000158683	7	47814250	47988088	-1
ID460	IPI00552840	GPR112	ENSG00000156920	X	135383122	135519215	1
ID463	IPI00100867	TAF1L	ENSG00000122728	9	32629452	32635667	-1
ID464	IPI00292300	CNTNAP5	ENSG00000155052	2	124782864	125672864	1
ID465	NA	RECQL4	ENSG00000160957	8	145736667	145743229	-1
ID466	IPI00853393	GPR113	ENSG00000173567	2	26531041	26569685	-1
ID467	IPI00643597	TMC2	ENSG00000149488	20	2517253	2622430	1
ID468	NA	SMCR5	ENSG00000226746	17	17680000	17682843	-1
ID469	IPI00178185	BICD2	ENSG00000185963	9	95473645	95527094	-1
ID470	IPI00289709	ZIM3	ENSG00000141946	19	57645464	57656570	-1
ID471	IPI00742061	NOX5	ENSG00000255346	15	69222864	69355083	1
ID472	NA	DAOA-AS1	ENSG00000232307	13	106111404	106158030	-1
ID473	NA	GPR126	ENSG00000112414	6	142622991	142767403	1
ID474	IPI00219414	KLHL4	ENSG00000102271	X	86772752	86925050	1
ID475	IPI00168860	GPR156	ENSG00000175697	3	119883492	120003941	-1
ID476	IPI00745906	SUOX	ENSG00000139531	12	56390964	56400425	1
ID477	IPI00217512	GPR115	ENSG00000153294	6	47653600	47689757	1
ID478	IPI00827821	IL31RA	ENSG00000164509	5	55147207	55218678	1
ID479	IPI00829637	SYTL5	ENSG00000147041	X	37865835	37988072	1
ID480	IPI00657884	SDCCAG8	ENSG00000054282	1	243419320	243663394	1
ID481	IPI00874243	GPR111	ENSG00000164393	6	47624172	47665533	1
ID482	IPI00023302	SYN2	ENSG00000157152	3	12045876	12232900	1
ID483	IPI00915331	ASB10	ENSG00000146926	7	150872785	150884919	-1
ID484	IPI00103496	HTR3C	ENSG00000178084	3	183770835	183778459	1
ID485	IPI00398856	NFKBID	ENSG00000167604	19	36378555	36393205	-1
ID486	IPI00943164	CD300LF	ENSG00000186074	17	72690452	72709117	-1
ID487	IPI00056430	GJA10	ENSG00000135355	6	90604188	90605839	1
ID488	IPI00220170	WNT9A	ENSG00000143816	1	228106357	228135599	-1
ID489	IPI00301475	GAL3ST2	ENSG00000154252	2	242716240	242743623	1
ID490	NA	PIP4K2B	ENSG00000141720	17	36921942	36956379	-1
ID491	IPI00216470	PIP4K2B	ENSG00000141720	17	36921942	36956379	-1
ID492	IPI00102524	ODF3	ENSG00000177947	11	196738	200261	1
ID493	IPI00216708	WFDC13	ENSG00000168634	20	44330655	44337456	1
ID494	NA	LINC00521	ENSG00000175699	14	94463616	94478040	1
ID495	IPI00433279	SLFN5	ENSG00000166750	17	33570055	33600674	1
ID496	IPI00643202	SERPINB12	ENSG00000166634	18	61223393	61234244	1
ID497	IPI00307688	GIPC3	ENSG00000179855	19	3585551	3593539	1
ID498	IPI00064969	PGLYRP3	ENSG00000159527	1	153270338	153283194	-1
ID499	IPI00045068	PSKH2	ENSG00000147613	8	87060602	87100850	-1
ID500	NA	OR6W1P	ENSG00000179420	7	142759427	142760735	-1
ID501	IPI00943252	MOGAT1	ENSG00000124003	2	223536505	223574649	1
ID502	IPI00966956	GPR78	ENSG00000155269	4	8560452	8621486	1
ID503	IPI00790076	H1FOO	ENSG00000178804	3	129262057	129270310	1
ID504	IPI00045310	TAAR9	ENSG00000237110	6	132859429	132860470	1
ID506	IPI00168288	BRWD1-IT2	ENSG00000255568	21	40685887	40686886	-1
ID507	IPI00979083	MYOZ3	ENSG00000164591	5	150040436	150058927	1
ID508	IPI00152507	MYOZ3	ENSG00000164591	5	150040436	150058927	1
ID509	IPI00412103	BNIPL	ENSG00000163141	1	151009046	151020076	1
ID510	IPI00946569	ASB11	ENSG00000165192	X	15298053	15333778	-1
ID511	IPI00893262	OFCC1	ENSG00000181355	6	9596343	10211841	-1
ID512	IPI00186621	OFCC1	ENSG00000181355	6	9596343	10211841	-1
ID513	IPI00168797	SDR9C7	ENSG00000170426	12	57316938	57328189	-1
ID514	IPI00103899	OR5P3	ENSG00000182334	11	7846584	7847519	-1
ID515	IPI00152496	TRIM40	ENSG00000172524	HSCHR6_MHC_QBL	30093435	30106063	1
ID516	NA	CSN1S2AP	ENSG00000234124	4	70933103	70951007	1
ID517	IPI00150196	WFDC12	ENSG00000168703	20	43752066	43753106	-1
ID518	IPI00103529	CRYGN	ENSG00000127377	7	151125921	151137899	-1
ID519	IPI00171432	STARD6	ENSG00000174448	18	51850728	51884334	-1
ID520	IPI00103858	C11orf40	ENSG00000171987	11	4592653	4599050	-1
ID522	IPI00914586	BCL2L11	ENSG00000153094	2	111876955	111926024	1
ID523	IPI00166963	DEFB119	ENSG00000180483	20	29964967	29978406	-1
ID524	IPI00816266	TAC4	ENSG00000176358	17	47915671	47925379	-1
ID525	IPI00878323	BCL2L11	ENSG00000153094	2	111876955	111926024	1
ID526	IPI00043467	TIGD1	ENSG00000221944	2	233412779	233415226	-1
ID527	IPI00413659	ALKBH5	ENSG00000091542	17	18086392	18113268	1
ID528	IPI00985152	CCDC69	ENSG00000198624	5	150560613	150603706	-1
ID529	IPI00158159	NFX1	ENSG00000086102	9	33290509	33371155	1
ID530	IPI00028931	DSG2	ENSG00000046604	18	29078006	29128971	1
ID531	IPI00396126	C5orf24	ENSG00000181904	5	134181370	134195427	1
ID532	IPI00332050	KBTBD6	ENSG00000165572	13	41701705	41706882	-1
ID533	IPI00026791	CDK8	ENSG00000132964	13	26828276	26979375	1
ID534	IPI00015927	PTK6	ENSG00000101213	20	62159778	62168723	-1
ID535	IPI00056339	NKD1	ENSG00000140807	16	50582241	50670647	1
ID536	IPI00027251	STK38	ENSG00000112079	6	36461669	36515247	-1
ID537	IPI00064739	THEM4	ENSG00000159445	1	151846060	151882284	-1
ID538	IPI00879588	CLSPN	ENSG00000092853	1	36185819	36235568	-1
ID539	IPI00302755	RBAK	ENSG00000146587	7	5085452	5109119	1
ID540	IPI00644445	WDR62	ENSG00000075702	19	36545783	36596008	1
ID541	IPI00937627	SLC39A12	ENSG00000259777	HG544_PATCH	17993891	18085286	1
ID542	IPI00217899	RNF168	ENSG00000163961	3	196195654	196230639	-1
ID543	IPI00939415	SVEP1	ENSG00000165124	9	113127531	113342160	-1
ID545	IPI00020064	GATA4	ENSG00000136574	8	11534468	11617511	1
ID546	IPI01025211	TC2N	ENSG00000165929	14	92246095	92333880	-1
ID547	IPI00065258	C9orf72	ENSG00000147894	9	27546544	27573864	-1
ID548	NA	KCTD18	ENSG00000155729	2	201353675	201384507	-1
ID549	IPI00024692	KLF11	ENSG00000172059	2	10182976	10194963	1
ID550	IPI00910324	ANKLE1	ENSG00000160117	19	17392454	17398455	1
ID551	IPI00020884	PLXNA3	ENSG00000130827	X	153686621	153701989	1
ID552	IPI00106698	PELO	ENSG00000152684	5	52083774	52099880	1
ID553	IPI00292688	LACC1	ENSG00000179630	13	44453420	44468068	1
ID555	IPI00968304	C3orf30	ENSG00000163424	3	118864997	118878889	1
ID556	IPI00967856	RANBP3L	ENSG00000164188	5	36248536	36302216	-1
ID557	IPI00478181	SNX13	ENSG00000071189	7	17830385	17980124	-1
ID558	IPI00784464	KDM1B	ENSG00000165097	6	18155560	18224084	1
ID559	IPI00167639	ATP6V0D2	ENSG00000147614	8	86999552	87166457	1
ID560	IPI00169275	LHX4	ENSG00000121454	1	180199421	180249380	1
ID561	IPI00787912	CEP19	ENSG00000174007	3	196433148	196439164	-1
ID562	IPI00335711	DNAH11	ENSG00000105877	7	21582833	21941457	1
ID563	IPI01018982	C19orf55	ENSG00000167595	19	36249044	36261930	1
ID564	IPI00396530	ADPRHL1	ENSG00000153531	13	114076260	114107839	-1
ID565	NA	SYNRG	ENSG00000006114	17	35874900	35969544	-1
ID566	NA	CDH24	ENSG00000139880	14	23516271	23526747	-1
ID567	IPI01015797	SEPSECS	ENSG00000109618	4	25121627	25162204	-1
ID568	IPI00103335	GRIK5	ENSG00000105737	19	42502473	42573650	-1
ID569	IPI00216345	LRRN4	ENSG00000125872	20	6021424	6034695	-1
ID570	IPI00853640	ZNF777	ENSG00000196453	7	149128454	149158214	-1
ID571	IPI00176532	JPH2	ENSG00000149596	20	42740335	42816218	-1
ID572	IPI00294595	PDE5A	ENSG00000138735	4	120415550	120550146	-1
ID573	IPI00412110	SH2D1B	ENSG00000198574	1	162365056	162381928	-1
ID574	IPI00030283	SSTR3	ENSG00000183473	22	37600278	37608362	-1
ID575	IPI00152639	ADAMTS19	ENSG00000145808	5	128795958	129074376	1
ID576	IPI00552374	DDX31	ENSG00000125485	9	135468384	135545788	-1
ID577	IPI00738911	UMODL1	ENSG00000177398	21	43483068	43563563	1
ID578	NA	RASEF	ENSG00000165105	9	85594500	85678092	-1
ID579	IPI00043978	PARD3B	ENSG00000116117	2	205410516	206484886	1
ID580	IPI00645369	DST	ENSG00000151914	6	56322785	56819426	-1
ID581	IPI00175390	ZNF441	ENSG00000197044	19	11877815	11894893	1
ID582	IPI00645710	NEGR1	ENSG00000172260	1	71861623	72748417	-1
ID583	IPI00867538	FCRL3	ENSG00000160856	1	157644111	157670647	-1
ID584	IPI00167925	DCAF4L2	ENSG00000176566	8	88882973	88886296	-1
ID585	IPI00910175	STOX1	ENSG00000165730	10	70587298	70655188	1
ID586	NA	C20orf166-AS1	ENSG00000174403	20	61141550	61148733	-1
ID587	IPI00167501	ARL10	ENSG00000175414	5	175792471	175828866	1
ID588	NA	ARL10	ENSG00000175414	5	175792471	175828866	1
ID589	IPI00878447	RNFT2	ENSG00000135119	12	117176096	117291436	1
ID590	IPI00167602	ANKFN1	ENSG00000153930	17	54188319	54589020	1
ID591	IPI00477227	KRT78	ENSG00000170423	12	53231588	53242876	-1
ID592	IPI01021179	KRT78	ENSG00000170423	12	53231588	53242876	-1
ID593	IPI00472712	CCDC7	ENSG00000216937	10	32735068	32863492	1
ID594	IPI00472983	CCDC7	ENSG00000216937	10	32735068	32863492	1
ID595	IPI00221195	ZNF41	ENSG00000147124	X	47305278	47342345	-1
ID596	IPI00221197	ZNF41	ENSG00000147124	X	47305278	47342345	-1
ID597	IPI00478631	ZNF512	ENSG00000243943	2	27805897	27858041	1
ID598	IPI00646629	AMMECR1	ENSG00000101935	X	109437414	109683461	-1
ID599	IPI00044665	FAM117B	ENSG00000138439	2	203499901	203634480	1
ID600	IPI00043606	ZNF583	ENSG00000198440	19	56909335	56947404	1
ID601	IPI00152594	OXER1	ENSG00000162881	2	42989642	42991401	-1
ID602	IPI01010449	LUZP1	ENSG00000169641	1	23410516	23504301	-1
ID603	IPI00640326	ZNF75D	ENSG00000186376	X	134382867	134478012	-1
ID604	NA	LINC00052	ENSG00000259527	15	88120160	88122917	1
ID605	IPI00250716	BRWD1	ENSG00000185658	21	40556102	40693485	-1
ID606	IPI00167663	CCDC89	ENSG00000179071	11	85394893	85397320	-1
ID607	IPI00174865	ZNF572	ENSG00000180938	8	125985540	125991631	1
ID609	NA	ADAMTS18	ENSG00000140873	16	77281710	77469011	-1
ID610	IPI00219647	PCDHAC1	ENSG00000248383	5	140306302	140391929	1
ID611	IPI01015188	HIPK4	ENSG00000160396	19	40885178	40896094	-1
ID612	IPI00328801	FAM124A	ENSG00000150510	13	51796503	51858377	1
ID613	IPI00167450	NKAIN3	ENSG00000185942	8	63161150	63912211	1
ID614	IPI00328829	ITIH5	ENSG00000123243	10	7601232	7708961	-1
ID615	IPI00645780	FANCB	ENSG00000181544	X	14861529	14891191	-1
ID617	IPI00640218	ZNF709	ENSG00000242852	19	12571998	12624668	-1
ID618	IPI00795454	CCDC57	ENSG00000176155	17	80059336	80170706	-1
ID619	IPI00893258	SMC1B	ENSG00000077935	22	45739944	45809500	-1
ID620	IPI00167547	BRWD3	ENSG00000165288	X	79926353	80065187	-1
ID621	IPI00451702	ASB16	ENSG00000161664	17	42247815	42256451	1
ID622	IPI00152487	MAGEE2	ENSG00000186675	X	75002823	75005079	-1
ID623	NA	ERVV-1	ENSG00000269526	19	53517174	53519375	1
ID624	IPI00059164	GAL3ST3	ENSG00000175229	11	65809423	65816651	-1
ID626	IPI00384662	ALS2CR11	ENSG00000155754	2	202352148	202483901	-1
ID627	IPI00301617	ALS2CR11	ENSG00000155754	2	202352148	202483901	-1
ID628	IPI00007696	UTS2R	ENSG00000181408	17	80332153	80333462	1
ID629	IPI00178665	USH1G	ENSG00000182040	17	72912176	72919351	-1
ID630	IPI00300568	SYN1	ENSG00000008056	X	47431303	47479252	-1
ID631	NA	SLC23A3	ENSG00000213901	2	219940051	220035549	-1
ID632	NA	CNOT6L	ENSG00000138767	4	78634541	78740769	-1
ID633	IPI00164061	CNOT6L	ENSG00000138767	4	78634541	78740769	-1
ID634	IPI00844198	RHBDL3	ENSG00000141314	17	30593195	30651680	1
ID635	NA	DIP2B	ENSG00000066084	12	50898768	51142450	1
ID636	IPI00983981	SLC36A1	ENSG00000123643	5	150816607	150871942	1
ID637	IPI00953681	SNRNP48	ENSG00000168566	6	7590432	7612200	1
ID639	IPI00043307	ZNF560	ENSG00000198028	19	9577183	9609283	-1
ID640	NA	RTTN	ENSG00000176225	18	67671029	67873181	-1
ID641	IPI00966706	BTNL9	ENSG00000165810	5	180467225	180488523	1
ID642	IPI00065521	PUS10	ENSG00000162927	2	61167357	61245394	-1
ID643	IPI00867633	PLCXD2	ENSG00000240891	3	111393523	111565294	1
ID644	IPI00166380	C21orf128	ENSG00000184385	21	43522244	43528644	-1
ID645	IPI00064741	LMLN	ENSG00000185621	3	197687071	197770591	1
ID646	IPI00479102	RAD9B	ENSG00000151164	12	110939460	110969891	1
ID647	IPI00402144	ZNF555	ENSG00000186300	19	2841433	2860482	1
ID648	IPI00376788	NYAP1	ENSG00000166924	7	100081550	100092422	1
ID650	IPI00984728	MRGPRX3	ENSG00000179826	11	18142502	18160027	1
ID651	IPI00791517	ABCA13	ENSG00000179869	7	48211055	48687092	1
ID652	IPI00064461	GPR128	ENSG00000144820	3	100328433	100414323	1
ID653	IPI00971045	CSF3R	ENSG00000119535	1	36931644	36948879	-1
ID654	IPI00985423	C17orf77	ENSG00000182352	17	72580818	72590348	1
ID656	IPI00745381	DGKH	ENSG00000102780	13	42614176	42830714	1
ID657	IPI00848078	TMEM182	ENSG00000170417	2	103353367	103460352	1
ID658	IPI01010836	C16orf46	ENSG00000166455	16	81087102	81110872	-1
ID659	IPI00032635	LSM14B	ENSG00000149657	20	60697517	60710434	1
ID660	IPI00927151	CASP8	ENSG00000064012	2	202098166	202152434	1
ID661	NA	PLB1	ENSG00000163803	2	28680012	28866654	1
ID662	IPI00166307	C20orf197	ENSG00000176659	20	58630980	58648008	1
ID663	IPI00296311	SLC5A3	ENSG00000198743	21	35445870	35478559	1
ID664	NA	KIF19	ENSG00000196169	17	72322349	72351959	1
ID665	NA	SLFNL1	ENSG00000171790	1	41481269	41488909	-1
ID666	IPI00044281	GPR82	ENSG00000171657	X	41583408	41589388	1
ID667	IPI00644716	RIBC1	ENSG00000158423	X	53449639	53458059	1
ID668	IPI01010995	OXGR1	ENSG00000165621	13	97637973	97646984	-1
ID670	IPI00290561	SULT1C4	ENSG00000198075	2	108994367	109004513	1
ID671	IPI00002901	TEAD1	ENSG00000187079	11	12695969	12966298	1
ID672	IPI00892632	CATSPER2	ENSG00000166762	15	43920701	43960316	-1
ID673	IPI00171173	POU5F2	ENSG00000248483	5	93070508	93077343	-1
ID674	IPI00654597	RXFP2	ENSG00000133105	13	32313674	32377009	1
ID675	IPI00550463	BEND7	ENSG00000165626	10	13480484	13570974	-1
ID676	IPI00016759	SLC18A2	ENSG00000165646	10	119000604	119038941	1
ID678	IPI00167636	MAB21L3	ENSG00000173212	1	116654376	116677861	1
ID680	IPI00657714	MIER3	ENSG00000155545	5	56215429	56267502	-1
ID682	IPI00102580	SLC35G5	ENSG00000177710	8	11188397	11189717	1
ID683	IPI00470790	UROC1	ENSG00000159650	3	126200124	126236616	-1
ID684	IPI00917352	PCDH15	ENSG00000150275	10	55562531	57387702	-1
ID685	IPI00554606	TNRC6A	ENSG00000090905	16	24741016	24838953	1
ID686	IPI00015931	KCNA6	ENSG00000151079	12	4918342	4960277	1
ID687	IPI00843917	NFX1	ENSG00000086102	9	33290509	33371155	1
ID688	NA	ARID2	ENSG00000189079	12	46123448	46301823	1
ID690	IPI00455137	OTUD7A	ENSG00000169918	15	31775329	32162992	-1
ID691	IPI00436492	ERVW-1	ENSG00000242950	7	92097694	92107300	-1
ID693	IPI00336170	FBXL18	ENSG00000155034	7	5470966	5553429	-1
ID694	NA	DNAH6	ENSG00000115423	2	84743579	85046713	1
ID695	IPI00043366	C6orf195	ENSG00000164385	6	2622147	2634837	-1
ID696	IPI00848006	PNPLA1	ENSG00000180316	6	36210980	36276372	1
ID697	IPI01022984	DEPDC4	ENSG00000166153	12	100597447	100660857	-1
ID698	IPI00337574	ANKRD23	ENSG00000163126	2	97490263	97523671	-1
ID699	IPI00375326	COX6B2	ENSG00000160471	19	55860674	55866182	-1
ID700	IPI00910218	FAM129C	ENSG00000167483	19	17634110	17664648	1
ID701	IPI00651637	EPHA10	ENSG00000183317	1	38179552	38230805	-1
ID702	IPI00965824	WDR64	ENSG00000162843	1	241815580	241965435	1
ID703	IPI00396190	BTBD9	ENSG00000183826	6	38136227	38607924	-1
ID704	IPI00967169	AXDND1	ENSG00000162779	1	179334855	179523870	1
ID705	IPI00065287	C17orf66	ENSG00000172653	17	34181955	34195895	-1
ID706	IPI00945605	PARP15	ENSG00000173200	3	122296449	122357894	1
ID707	IPI00981572	ARHGAP42	ENSG00000165895	11	100558384	100862668	1
ID709	NA	MFSD2A	ENSG00000168389	1	40420802	40435638	1
ID710	NA	ATM	ENSG00000149311	11	108093211	108239829	1
ID711	NA	FAM26D	ENSG00000164451	6	116850174	116880031	1
ID712	IPI00432737	NPHP3	ENSG00000113971	3	132276986	132441303	-1
ID713	NA	ATG9B	ENSG00000181652	7	150709297	150721586	-1
ID714	IPI00065057	CXorf58	ENSG00000165182	X	23925918	23957624	1
ID715	IPI00167171	EFCAB3	ENSG00000172421	17	60447579	60493837	1
ID716	IPI00216446	TFAP2B	ENSG00000008196	6	50786436	50815326	1
ID717	IPI00909550	CD200R1	ENSG00000163606	3	112640056	112693969	-1
ID718	IPI00065051	CCDC13	ENSG00000244607	3	42734155	42814745	-1
ID719	NA	CCDC13	ENSG00000244607	3	42734155	42814745	-1
ID721	IPI00064964	MRGPRX1	ENSG00000170255	11	18955360	18961054	-1
ID722	IPI00029419	HFE	ENSG00000010704	6	26087509	26098571	1
ID723	IPI00103527	RLN3	ENSG00000171136	19	14138960	14141854	1
ID724	IPI00978736	CSMD1	ENSG00000183117	8	2792875	4852494	-1
ID725	NA	MACF1	ENSG00000127603	1	39546988	39952849	1
ID726	IPI00874153	ADAMTS20	ENSG00000173157	12	43747669	43945724	-1
ID727	IPI00796878	ABCC12	ENSG00000140798	16	48116884	48189929	-1
ID728	IPI00074943	SALL3	ENSG00000256463	18	76740275	76762677	1
ID729	IPI00064477	AGBL4	ENSG00000186094	1	48998527	50489585	-1
ID730	IPI00168611	SLC17A8	ENSG00000179520	12	100750857	100815837	1
ID731	IPI00167524	C11orf44	ENSG00000175728	11	130542851	130587247	1
ID733	IPI00152050	RBFOX1	ENSG00000078328	16	6069095	7763340	1
ID734	IPI00470806	SLFN13	ENSG00000154760	17	33762115	33775856	-1
ID735	NA	C12orf40	ENSG00000180116	12	40019969	40302102	1
ID736	IPI00981153	WDR65	ENSG00000243710	1	43637820	43720029	1
ID737	IPI00295960	C5orf64	ENSG00000178722	5	60933535	61047590	1
ID738	IPI00152637	ADAMTS15	ENSG00000166106	11	130318869	130346532	1
ID739	NA	LY86-AS1	ENSG00000216863	6	6346698	6623004	-1
ID740	IPI00103484	EDARADD	ENSG00000186197	1	236511562	236648214	1
ID741	IPI00657771	OTOA	ENSG00000155719	16	21689835	21772050	1
ID742	IPI00873354	CCDC171	ENSG00000164989	9	15552895	16061661	1
ID743	NA	CYP4Z2P	ENSG00000154198	1	47308767	47366109	-1
ID744	NA	MUC19	ENSG00000205592	12	40787197	40964632	1
ID745	IPI01013666	KLHDC7A	ENSG00000179023	1	18807424	18812478	1
ID748	NA	CNTNAP4	ENSG00000152910	16	76311176	76593135	1
ID749	IPI00644276	CNTNAP4	ENSG00000152910	16	76311176	76593135	1
ID750	NA	FER1L6-AS1	ENSG00000181171	8	124996378	125053023	-1
ID751	IPI00844343	C1orf127	ENSG00000175262	1	11006528	11042094	-1
ID752	IPI00166296	C6orf183	ENSG00000243587	6	109487036	109592217	1
ID753	NA	AGBL1	ENSG00000166748	15	86685227	87572283	1
ID755	NA	LINC00304	ENSG00000180422	16	89225554	89230653	1
ID756	IPI00884906	CCDC79	ENSG00000249961	16	66788879	66835523	-1
ID757	IPI00893116	MYO1H	ENSG00000174527	12	109785708	109893328	1
ID758	IPI00940847	ASB14	ENSG00000239388	3	57302375	57326710	-1
ID759	IPI00455626	RPTN	ENSG00000215853	1	152126071	152131704	-1
ID760	IPI00043501	VSTM4	ENSG00000165633	10	50222290	50323554	-1
ID761	NA	CCDC150	ENSG00000144395	2	197504278	197628214	1
ID762	IPI00921150	C2orf61	ENSG00000239605	2	47272677	47382517	-1
